uem,inc_uem,dindiza,inc_dindiza,massangena,inc_massangena,pomene,inc_pomene,maravia,inc_maravia,nhangau,inc_nhangau,nhapassa_1,inc_nhapassa_1,lugela_1,inc_lugela_1,chomba,inc_chomba,nanhupo_1,inc_nanhupo_1,massangulo,inc_massangulo_1
0.929,-0.003,0.905,-0.905,0.505,-0.036,0.815,-0.016,0.885,-0.122,0.294,-0.092,0.764,-0.764,0,0,0.93,-0.111,0.856,0.1,0.832,-0.183
0.926,0.003,0.739,0.089,0.469,0.258,0.799,-0.172,0.763,0.071,0.201,-0.09,0.849,-0.385,0.031,-0.027,0.819,-0.819,0.956,-0.312,0.649,0.035
0.929,-0.003,0.829,0.117,0.727,-0.166,0.626,-0.1,0.834,-0.141,0.111,-0.041,0.464,0.013,0.004,-0.004,0.708,-0.708,0.644,0.018,0.684,-0.096
0.925,0.005,0.946,-0.364,0.56,0.41,0.527,-0.063,0.693,0.311,0.07,-0.07,0.477,0.045,0.003,-0.003,0.697,-0.697,0.662,0.096,0.588,-0.091
0.93,0.009,0.582,0.1,0.97,-0.713,0.464,-0.044,,-1.004,1,-0.011,0.522,0.113,0.164,-0.16,0.97,-0.177,0.758,0.171,0.497,-0.169
0.939,-0.011,0.683,0.195,0.257,0.493,0.419,-0.052,0.952,0.044,0.988,0.02,0.636,0.061,0.004,0.006,0.793,-0.793,0.929,-0.101,0.329,-0.009
0.928,-0.003,0.877,0.05,0.75,-0.278,0.367,0.016,0.996,-0.996,,-0.003,0.697,-0.697,0.01,-0.008,0.481,-0.147,0.828,-0.145,0.32,0.051
0.924,0.001,0.928,-0.928,0.472,0.043,0.383,-0.022,0.817,-0.307,,-0.005,0.741,-0.034,0.002,-0.002,0.335,0.019,0.683,-0.052,0.37,0.055
0.925,-0.001,0.967,-0.169,0.515,0.18,0.361,0.015,0.51,0.121,1,-0.011,0.706,0.01,0.008,0.025,0.353,0.131,0.631,-0.077,0.426,0.001
0.924,0.005,0.798,0.178,0.695,-0.695,0.376,0.013,0.632,0.194,0.988,0.002,0.716,0.234,0.033,-0.033,0.484,0.403,0.554,0.012,0.426,0.05
0.929,0.001,0.977,-0.977,0.77,-0.008,0.389,0.023,0.826,0.038,0.99,-0.005,0.95,-0.047,0.784,-0.784,0.887,-0.094,0.566,0.228,0.476,0.006
0.929,0.003,0.831,-0.315,0.763,0.13,0.411,0.006,0.864,0.006,0.986,-0.007,0.904,-0.422,0.324,-0.324,0.793,-0.192,0.794,-0.433,0.482,0.079
0.932,0.003,0.516,0.133,0.892,-0.162,0.417,0.004,0.87,-0.143,0.979,-0.005,0.482,-0.482,0.008,0.317,0.6,0.209,0.362,0.358,0.562,0.085
0.935,0.008,0.648,-0.179,0.73,-0.73,0.42,0.003,0.727,-0.017,0.974,-0.006,0.983,-0.983,0.325,-0.325,0.809,0.124,0.719,-0.427,0.646,0.117
0.943,-0.003,0.47,0.04,0.643,-0.643,0.424,0.007,0.71,-0.081,0.968,-0.001,0.794,0.177,0.773,-0.773,0.933,-0.014,0.292,0.018,0.763,-0.763
0.94,-0.009,0.51,0.447,0.691,0.074,0.431,0.009,0.63,-0.026,0.967,-0.015,0.972,-0.621,0.09,-0.075,0.919,-0.077,0.31,0.238,0.795,-0.236
0.931,-0.003,0.957,-0.174,0.765,-0.765,0.439,-0.019,0.604,0.339,0.952,0.003,0.351,0.059,0.015,-0.015,0.842,-0.041,0.548,-0.064,0.558,-0.019
0.928,-0.001,0.783,-0.067,0.886,0.12,0.369,0.012,0.943,-0.08,0.954,-0.006,0.409,0.34,0.001,0.264,0.801,-0.024,0.484,0.125,0.539,-0.087
0.927,-0.003,0.715,-0.715,,-1.006,0.382,0.305,0.864,0.008,0.949,-0.008,0.749,-0.749,0.266,-0.266,0.776,-0.007,0.609,-0.418,0.452,0.002
0.925,-0.003,0.822,-0.239,0.738,-0.738,0.686,0.284,0.871,-0.871,0.941,-0.002,0.819,-0.819,0.348,-0.348,0.769,-0.104,0.191,0.055,0.454,0.03
0.922,-0.005,0.583,0.271,0.988,0.016,0.971,-0.151,0.995,-0.253,0.939,-0.01,0.669,-0.388,0.005,0.002,0.665,-0.011,0.246,0.031,0.484,0.099
0.917,0.001,0.853,-0.853,,-1.004,0.82,-0.634,0.743,-0.743,0.93,-0.014,0.281,-0.032,0.007,-0.007,0.655,-0.066,0.276,0.038,0.582,0.057
0.918,0.008,0.545,-0.043,,0.001,0.186,0.173,0.857,-0.467,0.916,-0.007,0.249,0.372,0.002,-0.002,0.589,-0.059,0.314,-0.027,0.639,-0.118
0.926,0.025,0.501,0.026,,0,0.359,0.007,0.39,-0.012,0.909,-0.017,0.622,-0.622,0.06,0.027,0.529,-0.067,0.287,0.091,0.521,-0.083
0.951,-0.017,0.527,-0.235,,-0.005,0.366,-0.366,0.378,0.127,0.892,-0.059,0.528,-0.528,0.087,-0.086,0.462,-0.106,0.378,-0.148,0.438,-0.177
0.934,-0.008,0.293,0.164,,-0.002,0.937,0.032,0.505,0.144,0.833,-0.006,0.661,-0.111,0.001,-0.001,0.357,-0.074,0.229,-0.08,0.262,-0.075
0.926,-0.001,0.457,0.394,,-1.003,0.97,-0.28,0.649,0.24,0.827,-0.027,0.55,-0.55,0.203,-0.203,0.283,-0.011,0.149,-0.067,0.187,-0.035
0.925,0.001,0.851,-0.851,0.813,-0.01,0.689,-0.689,0.888,-0.145,0.8,-0.076,0.791,-0.295,0,0,0.271,-0.09,0.082,-0.05,0.152,-0.03
0.926,-0.003,0.963,-0.239,0.803,0.06,0.604,-0.313,0.743,0.204,0.723,0.001,0.495,-0.495,0,0,0.181,-0.022,,,0.122,-0.045
0.923,0.005,0.724,-0.129,0.863,-0.863,0.291,0.226,0.947,-0.272,0.724,0.059,0.888,-0.044,0,0,0.16,-0.038,,,0.077,-0.052
0.928,-0.004,0.595,-0.595,0.683,-0.417,0.518,-0.216,0.676,-0.26,0.782,-0.07,0.844,0.05,0.154,-0.154,0.121,-0.031,,,0.928,0.012
0.924,0.001,,-0.187,0.267,0,0.302,0.027,0.416,-0.056,0.713,-0.088,0.894,-0.894,0.398,-0.386,0.09,-0.051,,,0.94,0.041
0.925,0.005,0.855,-0.207,0.266,0.589,0.329,0.431,0.36,0.395,0.625,-0.096,0.983,-0.983,0.012,0.005,0.04,-0.024,,,0.982,-0.982
0.929,0.001,0.648,-0.648,0.855,-0.535,0.76,-0.598,0.754,-0.005,0.529,-0.15,0.746,0.229,0.017,0.016,0.015,-0.015,,,0.756,-0.199
0.93,0.001,0.902,-0.359,0.32,0.623,0.162,-0.032,0.75,-0.212,0.38,-0.145,0.975,-0.975,0.033,-0.024,0.63,-0.63,,,0.557,0.271
0.931,-0.001,0.543,-0.543,0.943,-0.275,0.13,0.485,0.538,-0.12,0.235,-0.103,0.794,-0.463,0.009,-0.009,0.857,-0.167,,,0.828,0.135
0.931,0.001,0.954,-0.183,0.668,-0.668,0.615,-0.615,0.418,0.41,0.132,-0.053,0.331,0.061,0.091,-0.091,0.69,-0.187,,,0.962,-0.226
0.932,-0.001,0.77,-0.168,0.399,-0.399,0.523,0.103,0.828,-0.828,0.079,-0.079,0.392,-0.026,0.027,-0.027,0.503,-0.013,,,0.736,0.128
0.931,-0.001,0.602,-0.602,0.904,-0.239,0.626,0.194,0.859,-0.859,0.818,-0.045,0.367,-0.079,0.033,-0.033,0.49,-0.005,,,0.864,0.003
0.93,-0.001,0.881,-0.881,0.665,-0.665,0.82,0.092,0.308,-0.042,0.773,0.214,0.287,0.008,0,0,0.484,0.057,,,0.867,-0.089
0.93,0.003,0.981,-0.981,0.935,-0.935,0.913,-0.218,0.266,0.025,0.988,-0.309,0.296,0.044,0.012,-0.012,0.541,0.218,,,0.778,-0.047
0.933,-0.004,0.926,-0.926,0.899,-0.899,0.694,-0.218,0.291,0.26,0.679,0.101,0.34,0.188,0.007,-0.007,0.759,-0.296,,,0.731,0.025
0.929,0.001,,-0.29,,-0.716,0.476,0.084,0.551,0.368,0.78,-0.78,0.528,-0.528,0.095,-0.095,0.463,0.353,,,0.756,-0.058
0.93,0,0.718,-0.084,0.292,0.433,0.56,-0.025,0.919,-0.159,0.851,-0.256,,-0.203,0.369,-0.369,0.815,-0.255,,,0.698,-0.698
0.929,0.001,0.634,-0.05,0.725,-0.725,0.535,0.381,0.76,0.067,0.595,0.2,0.806,-0.177,0.772,-0.772,0.56,0.109,,,0.785,-0.149
0.931,0.004,0.584,-0.584,0.301,0.181,0.916,-0.916,0.827,-0.827,0.794,0.09,0.629,-0.027,0.571,-0.571,0.668,0.204,,,0.636,-0.031
0.935,-0.004,0.949,-0.245,0.483,0.01,0.807,-0.082,0.933,-0.498,0.885,-0.446,0.602,-0.602,0.12,-0.116,0.873,-0.018,,,0.605,0.12
0.931,0.001,0.703,0.207,0.493,-0.134,0.725,-0.158,0.435,0.008,0.439,0.404,0.911,0.075,0.004,-0.002,0.854,-0.854,,,0.726,-0.208
0.933,0.001,0.91,-0.91,0.358,0.083,0.567,0.286,0.443,-0.041,0.842,-0.293,0.985,-0.985,0.002,-0.002,0.864,-0.864,,,0.518,-0.518
0.934,0,0.76,0.008,0.441,0.165,0.852,0.107,0.402,0.114,0.549,0.086,0.976,0.024,0.252,-0.252,0.502,0.476,,,0.884,-0.157
0.933,0.001,0.769,-0.337,0.607,0.197,0.96,-0.96,0.515,0.188,0.635,0.253,1,-1,0.017,0.067,0.977,-0.047,,,0.727,0.221
0.935,0.001,0.432,0.554,0.804,0.021,0.962,0.044,0.703,-0.703,0.888,0.062,,-0.053,0.084,-0.084,0.93,-0.93,,,0.948,-0.038
0.936,0.004,0.986,-0.986,0.825,-0.068,,-0.008,0.076,0.039,0.95,-0.95,0.949,-0.044,0,0,0.526,0.166,,,0.91,-0.018
0.94,0,0.3,-0.06,0.757,-0.757,0.998,-0.017,0.116,0.021,0.993,-0.018,0.905,0.031,0.001,-0.001,0.692,0.163,,,0.892,-0.003
0.94,-0.005,0.24,0.741,0.757,-0.37,0.98,0.015,0.136,0.029,0.975,-0.975,0.937,-0.122,0,0,0.855,-0.15,,,0.889,-0.067
0.935,0.003,0.981,-0.981,0.387,-0.387,0.995,-0.995,0.165,0.012,,0.001,0.815,0.081,0,0.001,0.705,-0.071,,,0.822,-0.015
0.938,-0.005,0.407,-0.031,0.878,-0.878,0.997,-0.066,0.177,-0.004,,-0.04,0.895,0.031,0.001,0.04,0.635,0.304,,,0.807,-0.068
0.933,0.003,0.376,0.593,0.932,0.048,0.931,0.056,0.173,0.021,0.962,0.047,0.926,-0.073,0.041,-0.041,0.939,0.002,,,0.739,-0.022
0.936,0.001,0.969,-0.969,0.98,-0.143,0.987,-0.009,0.193,0.015,,-0.013,0.853,-0.037,0.135,-0.134,0.941,-0.777,,,0.718,-0.099
0.937,0,0.865,-0.339,0.837,-0.485,0.978,0.001,0.208,0.003,0.996,-0.005,0.816,0.033,0,0,0.164,0.703,,,0.619,-0.038
0.937,-0.002,0.526,-0.526,0.352,0.255,0.979,0.003,0.211,0.009,0.991,-0.012,0.849,-0.076,0,0,0.867,0.004,,,0.581,-0.007
0.935,0.001,0.922,-0.922,0.608,-0.061,0.982,-0.397,0.219,0.025,0.979,-0.979,0.773,0.005,0,0,0.871,-0.185,,,0.574,-0.013
0.936,0.001,0.434,0.366,0.547,0.145,0.585,-0.414,0.244,0.043,0.987,-0.029,0.778,-0.008,0,0,0.687,0.06,,,0.56,-0.001
0.938,-0.005,0.8,-0.8,0.692,-0.692,0.171,0.691,0.287,0.021,0.958,0.023,0.77,-0.041,0.001,-0.001,0.746,-0.309,,,0.56,0.017
0.933,0.008,0.895,-0.511,0.75,-0.75,0.862,0.104,0.308,-0.02,0.981,0,0.729,-0.054,0,0,0.437,-0.176,,,0.577,-0.006
0.941,0.017,0.384,-0.013,0.78,0.138,0.966,0.002,0.288,0.041,0.981,0.001,0.675,-0.002,0.014,-0.014,0.262,0.129,,,0.571,-0.028
0.957,-0.022,0.371,-0.023,0.918,-0.918,0.967,-0.004,0.329,0.031,0.981,-0.077,0.673,-0.104,0.699,-0.556,0.391,0.195,,,0.543,-0.031
0.936,-0.002,0.349,-0.349,0.709,0.122,0.964,-0.003,0.36,0.014,0.904,0.041,0.568,0.014,0.144,-0.144,0.586,-0.046,,,0.512,-0.034
0.934,-0.003,0.83,0.023,0.83,0.017,0.961,0,0.374,0.078,0.945,-0.048,0.582,0.121,0.784,-0.784,0.54,-0.026,,,0.478,-0.022
0.931,0.009,0.854,-0.118,0.847,-0.155,0.96,-0.008,0.452,0.069,0.897,0.054,0.703,0.023,0.048,-0.048,0.514,0.038,,,0.456,-0.026
0.94,0.033,0.736,-0.006,0.693,-0.37,0.953,-0.026,0.521,0.024,0.951,0.042,0.726,-0.067,0.044,-0.005,0.553,-0.061,,,0.43,-0.027
0.973,0.016,0.73,-0.062,0.323,0.403,0.927,0.027,0.545,0.036,0.993,-0.042,0.66,-0.04,0.039,-0.025,0.491,-0.048,,,0.403,-0.006
0.99,-0.633,0.668,0.014,0.726,-0.108,0.954,-0.302,0.581,0.039,0.952,-0.129,0.619,-0.03,0.013,-0.013,0.443,-0.1,,,0.397,0.018
0.356,0.593,0.681,0.048,0.618,-0.618,0.652,-0.494,0.621,0.09,0.823,-0.03,0.589,-0.044,0.008,0.062,0.343,-0.098,,,0.415,0.019
0.949,-0.009,0.729,0.133,0.948,-0.141,0.969,0.028,0.71,0.047,0.793,0.136,0.545,0.001,0.07,-0.07,0.245,-0.144,,,0.434,0.005
0.94,-0.007,0.863,-0.094,0.807,-0.268,0.998,0.005,0.757,0.073,0.929,-0.384,0.546,-0.003,0.029,-0.029,0.101,-0.047,,,0.439,-0.014
0.933,0.009,0.768,0.092,0.539,0.062,,-1.003,0.83,0.045,0.546,0.33,0.543,-0.037,0,0,0.054,-0.022,,,0.426,-0.028
0.942,-0.021,0.86,-0.064,0.602,-0.035,,-0.021,0.875,0.028,0.876,-0.211,0.506,-0.144,0.009,0.733,0.032,-0.021,,,0.398,-0.008
0.921,0.031,0.796,0.015,0.567,-0.247,0.986,0,0.902,0.058,0.664,0.068,0.363,-0.075,0.742,-0.742,0.011,-0.011,,,0.39,-0.009
0.952,0.006,0.811,0.027,0.32,0.326,0.986,-0.001,0.961,-0.961,0.733,0.1,0.288,0.393,0.004,-0.004,0.7,-0.184,,,0.38,-0.049
0.958,0.009,0.838,-0.838,0.646,0.015,0.985,-0.004,0.999,-0.999,0.833,-0.276,0.681,-0.681,0.004,-0.002,0.515,-0.515,,,0.332,-0.1
0.967,-0.268,0.862,-0.862,0.661,0.312,0.981,-0.001,,-0.009,0.557,0.115,0.353,-0.037,0.002,-0.002,0.509,-0.03,,,0.232,-0.124
0.699,-0.699,0.849,-0.849,0.974,-0.974,0.981,-0.002,0.991,-0.007,0.672,0.001,0.315,0.023,0,0,0.479,0.381,,,0.685,-0.133
0.219,0.044,0.878,0.105,0.9,0.095,0.978,0.001,0.984,0.013,0.674,0.008,0.338,0.012,0.022,0.9,0.86,-0.247,,,0.552,0.062
0.263,0.696,0.982,-0.982,0.995,-0.361,0.979,0.001,0.997,0.005,0.682,-0.123,0.35,0.061,0.923,-0.922,0.613,-0.613,,,0.614,0.069
0.959,0.009,0.527,0.467,0.634,0.317,0.98,-0.003,,-0.047,0.559,-0.187,0.411,0.066,0.001,-0.001,0.729,0.23,,,0.683,-0.142
0.968,-0.018,0.994,-0.219,0.951,-0.226,0.977,0,0.956,-0.132,0.371,0.072,0.477,0.129,0,0,0.959,-0.004,,,0.541,-0.105
0.949,0.013,0.775,-0.467,0.726,-0.016,0.978,0.002,0.824,-0.029,0.443,0.447,0.606,0.227,0.002,-0.002,0.955,-0.02,,,0.436,0.029
0.963,-0.092,0.308,-0.049,0.71,-0.71,0.98,0.001,0.794,-0.794,0.89,-0.137,0.833,-0.042,0.006,-0.006,0.935,-0.133,,,0.465,0.019
0.87,-0.515,0.258,0.31,0.882,-0.882,0.981,0.004,0.984,-0.984,0.754,-0.19,0.791,-0.31,0.821,-0.821,0.803,-0.304,,,0.484,-0.068
0.355,0.614,0.568,-0.568,0.825,0.081,0.985,-0.005,0.905,-0.108,0.564,-0.19,0.481,0.027,0,0.048,0.499,0.123,,,0.416,0.085
0.969,-0.004,0.795,-0.218,0.906,-0.058,0.98,-0.002,0.797,-0.195,0.374,-0.163,0.508,-0.026,0.048,-0.003,0.622,0.209,,,0.501,0.056
0.965,0.013,0.577,-0.577,0.849,-0.849,0.978,0,0.602,-0.602,0.211,0.029,0.483,-0.014,0.046,-0.011,0.83,-0.047,,,0.557,-0.027
0.978,0.019,0.872,-0.182,0.985,-0.275,0.978,0,0.804,-0.19,0.24,-0.054,0.469,0.003,0.034,-0.034,0.783,-0.001,,,0.53,-0.053
0.997,-0.997,0.69,-0.133,0.71,-0.006,0.977,-0.001,0.614,-0.057,0.187,-0.109,0.473,-0.012,0.006,-0.006,0.782,-0.068,,,0.477,-0.023
,-0.016,0.557,-0.557,0.704,-0.254,0.977,-0.002,0.557,-0.26,0.078,-0.048,0.461,-0.051,0.17,-0.138,0.714,0.047,,,0.454,0.079
0.989,-0.009,,-0.231,0.45,0.206,0.975,-0.006,0.297,0.543,0.03,-0.03,0.41,0.036,0.032,0.397,0.761,-0.002,,,0.534,0.143
0.98,-0.007,0.788,-0.249,0.656,0.15,0.969,0,0.84,-0.84,0.901,-0.266,0.446,0.094,0.429,-0.429,0.76,-0.07,,,0.677,0
0.973,0.007,0.538,-0.538,0.805,-0.414,0.969,-0.006,0.756,-0.756,0.635,0.015,0.54,0.242,0,0.001,0.69,-0.089,,,0.677,0.019
0.981,0.009,0.991,-0.991,0.392,-0.392,0.963,-0.01,0.912,-0.015,0.65,0.046,0.782,-0.016,0.001,-0.001,0.601,0.088,,,0.695,0.099
0.989,-0.008,,-1.008,0.719,0.25,0.953,-0.03,0.897,-0.002,0.696,0.215,0.766,-0.449,0.001,0.29,0.689,-0.104,,,0.794,0.03
0.981,-0.022,0.845,-0.205,0.969,-0.969,0.924,-0.089,0.896,-0.133,0.911,-0.911,0.317,0.412,0.291,-0.167,0.586,0.014,,,0.824,-0.047
0.96,-0.013,0.64,0.419,0.728,-0.728,0.835,0.129,0.762,-0.039,0.956,-0.55,0.729,0,0.123,-0.123,0.6,-0.02,,,0.777,-0.023
0.947,-0.008,,-1.059,0.836,0.061,0.964,0.006,0.723,-0.022,0.407,-0.065,0.729,0.215,0.092,-0.092,0.58,-0.062,,,0.754,0.145
0.939,0.001,0.914,-0.256,0.898,-0.501,0.97,-0.001,0.702,0.009,0.342,0.253,0.944,-0.055,0.004,-0.001,0.518,-0.055,,,0.899,0.019
0.94,0.021,0.658,-0.033,0.397,0.205,0.969,-0.018,0.711,-0.002,0.595,-0.595,0.889,-0.175,0.003,0.029,0.463,-0.044,,,0.918,0.064
0.961,0.039,0.624,-0.624,0.602,-0.602,0.951,-0.004,0.71,0.005,0.605,0.361,0.714,-0.714,0.014,-0.014,0.419,-0.063,,,0.981,-0.244
0.999,-0.029,0.898,-0.898,,-1.008,0.947,-0.076,0.714,0.009,0.965,-0.965,0.784,0.223,0.003,-0.003,0.356,-0.137,,,0.738,0.136
0.97,0.009,0.936,-0.936,0.612,0.077,0.871,-0.675,0.723,0.023,0.66,-0.174,0.985,-0.001,0.04,-0.03,0.218,-0.1,,,0.873,-0.042
0.979,0.002,0.879,0.124,0.689,0.192,0.196,0.299,0.746,0.044,0.486,0.168,0.984,-0.06,0.01,-0.01,0.118,-0.04,,,0.832,-0.832
0.981,-0.001,,-0.064,0.881,-0.211,0.495,0.409,0.79,0.125,0.655,0.165,0.925,0.047,0.006,-0.006,0.078,-0.012,,,0.77,0.15
0.98,-0.006,0.939,-0.939,0.67,-0.039,0.904,-0.022,0.914,-0.914,0.82,0.1,0.971,-0.423,0.177,-0.177,0.067,-0.034,,,0.92,-0.12
0.974,-0.01,0.96,-0.422,0.631,0.075,0.882,-0.181,0.264,0.227,0.92,0.063,0.549,0.218,0.022,-0.017,0.033,-0.029,,,0.8,0.099
0.964,-0.002,0.537,-0.537,0.706,0.149,0.7,0.154,0.492,0.312,0.983,0.019,0.767,0.101,0.005,-0.005,0.004,-0.003,,,0.899,-0.031
0.962,0.005,0.374,0.619,0.854,-0.361,0.854,-0.201,0.803,0.175,,-0.027,0.867,-0.523,0.067,-0.067,0.001,-0.001,,,0.868,-0.222
0.967,0.003,0.993,-0.374,0.494,0.255,0.653,-0.166,0.978,-0.332,0.975,-0.975,0.345,0.069,0,0,0.927,-0.06,,,0.646,0.179
0.97,0.005,0.618,0.167,0.748,-0.748,0.487,-0.234,0.646,-0.15,,-0.007,0.413,0.021,0.001,-0.001,0.867,-0.07,,,0.825,-0.053
0.975,0.001,0.785,-0.41,0.616,-0.616,0.253,-0.075,0.496,0.264,,-0.004,0.434,-0.03,0.211,-0.03,0.797,0.075,,,0.771,0.19
0.976,0.006,0.375,0.54,0.946,-0.116,0.178,0.032,0.76,0.128,0.997,-0.004,0.404,0.483,0.181,-0.181,0.872,0.037,,,0.961,-0.185
0.982,0.009,0.915,-0.915,0.83,-0.83,0.915,-0.013,0.888,0.1,0.993,-0.004,0.887,0.029,0.058,-0.058,0.909,-0.011,,,0.776,-0.064
0.99,0.013,,-1,0.626,0.167,0.903,-0.062,0.988,-0.039,0.989,-0.001,0.916,-0.006,0,0.532,0.899,-0.18,,,0.712,-0.234
,-0.006,0.861,0.036,0.793,-0.281,0.84,-0.058,0.949,0.055,0.988,-0.002,0.91,-0.08,0.532,-0.531,0.718,-0.068,,,0.478,-0.141
0.997,0.005,0.896,0.088,0.511,-0.029,0.783,0.081,,-0.006,0.986,-0.002,0.831,-0.487,0.001,-0.001,0.651,-0.052,,,0.337,-0.041
,0.005,0.984,0.004,0.482,0.137,0.864,0.072,0.999,-0.08,0.984,-0.001,0.344,0.075,0.007,-0.006,0.599,0.276,,,0.296,0.023
,-1.007,0.988,-0.012,0.619,0.235,0.936,-0.111,0.918,0.07,0.983,-0.004,0.418,0.107,0,0.005,0.876,0.113,,,0.32,0.656
,-0.009,0.977,-0.021,0.854,-0.323,0.825,0.145,0.988,-0.988,0.979,-0.003,0.525,0.384,0.005,-0.005,0.989,-0.357,,,0.975,-0.237
0.996,-0.006,0.956,-0.004,0.53,0.454,0.97,0.017,0.898,-0.058,0.976,-0.001,0.908,0.06,0,0,0.632,-0.216,,,0.738,-0.492
0.991,0.001,0.952,-0.003,0.985,-0.985,0.987,-0.987,0.84,0.019,0.975,-0.003,0.968,0.029,0.291,-0.291,0.416,0.306,,,0.246,-0.019
0.992,0.002,0.949,-0.011,0.49,0.515,0.805,-0.805,0.859,0.036,0.972,-0.003,0.997,-0.185,0.044,0.297,0.721,-0.211,,,0.227,0
0.994,0.006,0.938,-0.014,,-1.004,0.906,0.003,0.895,-0.018,0.968,-0.004,0.812,-0.353,0.341,-0.341,0.51,-0.143,,,0.227,0.066
,-0.008,0.925,-0.016,0.909,-0.909,0.909,0.032,0.877,-0.213,0.964,-0.003,0.459,-0.131,0.669,-0.668,0.367,0.321,,,0.294,0.059
0.992,-0.009,0.908,-0.028,0.907,0.062,0.94,-0.051,0.665,0.092,0.961,-0.004,0.328,0.344,0.001,0.013,0.688,0.053,,,0.352,0.01
0.983,0.002,0.881,-0.066,0.968,-0.108,0.89,0.016,0.757,-0.757,0.957,-0.005,0.672,0.233,0.014,-0.014,0.741,0.05,,,0.362,-0.027
0.985,-0.003,0.815,-0.132,0.861,-0.025,0.906,0.077,0.827,-0.827,0.952,-0.007,0.905,-0.029,0.006,0.044,0.791,-0.079,,,0.336,0.21
0.983,0.005,0.684,-0.169,0.835,-0.835,0.983,-0.083,0.827,-0.131,0.945,-0.009,0.876,-0.377,0.05,-0.05,0.712,0.043,,,0.546,0.237
0.988,-0.005,0.514,-0.131,0.851,-0.466,0.9,0.087,0.697,-0.189,0.936,-0.008,0.499,0.231,0.003,-0.002,0.755,-0.055,,,0.783,-0.297
0.982,-0.008,0.384,-0.384,0.385,-0.385,0.988,-0.005,0.507,0.099,0.928,-0.008,0.73,-0.017,0,0.002,0.7,-0.152,,,0.486,0.154
0.975,0.009,0.968,-0.968,0.833,-0.224,0.982,-0.982,0.606,0.357,0.92,-0.004,0.713,-0.402,0.003,-0.003,0.548,-0.014,,,0.64,0.024
0.983,0.002,,-0.003,0.61,0.04,0.502,-0.057,0.964,-0.129,0.916,-0.006,0.311,-0.243,0.173,-0.173,0.533,0.011,,,0.663,0.193
0.986,0.016,,-0.004,0.65,0.061,0.445,0.322,0.835,-0.202,0.91,-0.008,0.069,-0.069,0.087,-0.087,0.544,-0.046,,,0.857,-0.857
,-1.002,,-0.001,0.71,-0.309,0.766,-0.766,0.634,0.215,0.902,-0.011,0.122,-0.008,0.004,-0.004,0.498,-0.07,,,0.89,-0.245
0.971,-0.772,,-0.001,0.402,0.29,0.887,-0.887,0.849,-0.342,0.891,-0.01,0.114,-0.019,0.056,-0.056,0.428,-0.049,,,0.646,-0.255
0.198,-0.014,1,-0.004,0.692,-0.692,0.869,-0.869,0.507,-0.011,0.881,-0.017,0.095,0.005,0,0.005,0.379,-0.051,,,0.391,0.315
0.184,0.01,0.996,-0.003,0.537,0.231,0.802,0.196,0.496,0.135,0.864,-0.015,0.099,-0.004,0.005,-0.005,0.327,-0.101,,,0.706,0.23
0.194,0.585,0.993,-0.003,0.768,-0.016,0.997,-0.997,0.631,0.209,0.849,-0.02,0.096,0.006,0,0.065,0.227,-0.082,,,0.936,-0.463
0.779,-0.779,0.99,-0.003,0.752,-0.09,0.978,-0.978,0.84,-0.025,0.829,-0.023,0.101,0.017,0.065,-0.065,0.145,-0.049,,,0.472,0.411
,0.004,0.988,-0.002,0.662,0.162,,-0.011,0.815,0.194,0.807,-0.031,0.118,0.066,0.016,-0.014,0.096,-0.053,,,0.883,-0.207
,-0.005,0.986,0.001,0.824,0.016,0.995,-0.019,,-1.009,0.776,-0.034,0.184,0.042,0.002,0.018,0.044,-0.031,,,0.676,-0.123
,0,0.987,-0.001,0.84,0.084,0.976,-0.068,0.407,0.308,0.742,-0.053,0.225,-0.001,0.02,-0.016,0.013,-0.012,,,0.553,-0.139
,-1.003,0.986,-0.001,0.924,-0.029,0.908,0.102,0.715,-0.136,0.689,-0.056,0.224,0.054,0.004,-0.004,0.001,-0.001,,,0.414,-0.132
,-1.004,0.986,0,0.895,-0.26,,-0.055,0.579,-0.198,0.633,-0.106,0.278,-0.027,0.65,-0.349,0.592,-0.592,,,0.282,-0.177
0.625,-0.625,0.985,-0.007,0.635,0.363,0.955,-0.955,0.381,-0.125,0.527,-0.143,0.252,0.091,0.301,-0.301,0.857,-0.857,,,0.105,-0.041
0.797,-0.451,0.979,-0.004,0.998,-0.242,0.943,0.018,0.256,0.164,0.384,-0.152,0.343,-0.101,0,0.031,0.346,-0.346,,,0.056,-0.016
0.346,-0.078,0.974,-0.005,0.756,-0.215,0.961,-0.961,0.42,0.566,0.232,-0.097,0.241,0.104,0.031,-0.031,0.986,-0.085,,,0.04,0.004
0.268,-0.268,0.969,-0.008,0.541,0.005,1,-1,0.986,-0.614,0.135,-0.051,0.346,0.018,0.037,-0.037,0.901,-0.901,,,0.045,-0.001
0.177,0.039,0.962,-0.011,0.546,0.189,0.975,0.029,0.372,-0.102,0.084,-0.084,0.364,0.152,0.039,0.003,0.669,-0.669,,,0.043,0.006
0.216,0.021,0.951,-0.02,0.735,-0.735,,-1.004,0.269,-0.022,0.909,0.04,0.516,0.003,0.042,-0.042,0.85,-0.85,,,0.049,0.02
0.236,0.026,0.932,-0.036,0.881,-0.489,0.944,0.043,0.247,0.488,0.949,-0.949,0.519,0.233,0.708,-0.708,0.688,0.08,,,0.07,0.06
